,日期,身分,多方交易口數,多方契約金額,空方交易口數,空方契約金額,多空淨額口數,多空淨額契約金額,未平倉多方交易口數,未平倉多方契約金額,未平倉空方交易口數,未平倉空方契約金額,未平倉多空淨額口數,未平倉多空淨額契約金額
1101,2017-03-31,自營商,12900,25385301,13759,27074077,-859,-1688775,5077,9904106,10151,19834501,-5074,-9930395
1102,2017-03-31,投信,35,68973,452,888742,-417,-819769,1730,3397873,38408,75440794,-36678,-72042921
1103,2017-03-31,外資,24632,48503470,26324,51834278,-1692,-3330808,75140,147452103,23107,45293019,52033,102159084
1104,2017-04-05,自營商,25869,51264437,22595,44804128,3274,6460309,7990,15844998,9921,19665524,-1931,-3820526
1105,2017-04-05,投信,1496,2971740,116,230058,1380,2741682,2038,4060311,37336,74388046,-35298,-70327735
1106,2017-04-05,外資,42757,84728142,37920,75181916,4837,9546225,81173,161575369,23969,47657865,57204,113917504
1107,2017-04-06,自營商,15992,31685604,16580,32845989,-588,-1160386,7171,14123935,9673,19037232,-2502,-4913297
1108,2017-04-06,投信,149,294908,196,388485,-47,-93576,2086,4128048,37431,74075809,-35345,-69947761
1109,2017-04-06,外資,28412,56305844,34441,68257268,-6029,-11951425,75554,149371002,24734,48853874,50820,100517128
1110,2017-04-07,自營商,31276,61513689,28173,55389605,3103,6124084,8742,17172350,8081,15821661,661,1350689
1111,2017-04-07,投信,307,604598,1228,2421004,-921,-1816406,1778,3506393,38044,75030197,-36266,-71523804
1112,2017-04-07,外資,60135,118278657,66070,129972764,-5935,-11694107,68019,133993652,23297,45848525,44722,88145127
1113,2017-04-10,自營商,11846,23373499,11237,22170689,609,1202811,9336,18367543,8032,15745951,1304,2621592
1114,2017-04-10,投信,179,353460,91,179499,88,173961,1773,3501510,37951,74952963,-36178,-71451453
1115,2017-04-10,外資,28415,56077032,26863,53018497,1552,3058535,68267,134673164,21611,42580966,46656,92092198
1116,2017-04-11,自營商,24200,47643804,26850,52847860,-2650,-5204056,8104,15840553,9452,18434752,-1348,-2594199
1117,2017-04-11,投信,215,423186,475,933405,-260,-510220,1714,3365119,38152,74907404,-36438,-71542285
1118,2017-04-11,外資,44007,86668068,43956,86544146,51,123922,69036,135391360,22436,43950450,46600,91440910
1119,2017-04-12,自營商,17300,33925237,19939,39096363,-2639,-5171126,5683,11082466,9699,18913265,-4016,-7830799
1120,2017-04-12,投信,87,170792,150,294266,-63,-123474,1678,3293430,38179,74937439,-36501,-71644009
1121,2017-04-12,外資,36169,70937702,32996,64715781,3173,6221921,71493,140168465,21574,42243939,49919,97924526
1122,2017-04-13,自營商,22224,43716050,22620,44497138,-396,-781088,7430,14555898,12015,23531627,-4585,-8975729
1123,2017-04-13,投信,5542,10911622,5185,10200243,357,711378,1742,3429835,37886,74592475,-36144,-71162640
1124,2017-04-13,外資,49512,97412751,47113,92694826,2399,4717925,73383,144325103,21322,41880937,52061,102444166
1125,2017-04-14,自營商,32125,62665604,30514,59522527,1611,3143077,6845,13231444,9504,18334617,-2659,-5103173
1126,2017-04-14,投信,8353,16287374,7335,14293169,1018,1994205,1669,3242844,38795,75364716,-37126,-72121872
1127,2017-04-14,外資,40827,79662271,49372,96352765,-8545,-16690494,69789,135429808,24438,47376711,45351,88053097
1128,2017-04-17,自營商,27994,54384319,27028,52497130,966,1887189,7559,14618391,9151,17647272,-1592,-3028881
1129,2017-04-17,投信,20142,39126726,20281,39364813,-139,-238087,1599,3107840,38864,75510469,-37265,-72402629
1130,2017-04-17,外資,82289,159851837,81502,158352462,787,1499375,72113,139983285,25913,50260029,46200,89723256
1131,2017-04-18,自營商,22507,43846038,18519,36067085,3988,7778952,11241,21809814,8850,17082301,2391,4727513
1132,2017-04-18,投信,8657,16857271,8530,16597213,127,260058,1615,3141988,38753,75375419,-37138,-72233431
1133,2017-04-18,外資,67177,130831479,72862,141927465,-5685,-11095986,69025,134121870,28543,55438158,40482,78683712
1134,2017-04-19,自營商,33686,65081068,31078,60036720,2608,5044348,6831,13083462,5863,11134243,968,1949219
1135,2017-04-19,投信,734,1419088,1437,2772381,-703,-1353294,1711,3292959,39534,76087136,-37823,-72794177
1136,2017-04-19,外資,44958,86847417,50682,97907644,-5724,-11060228,59086,113559726,22079,42388748,37007,71170978
1137,2017-04-20,自營商,12914,24824284,13564,26048141,-650,-1223858,6873,13153336,6649,12613434,224,539902
1138,2017-04-20,投信,131,252109,199,382882,-68,-130773,1737,3340217,39628,76204644,-37891,-72864427
1139,2017-04-20,外資,33507,64397422,31107,59805217,2400,4592205,60069,115329773,20906,40095528,39163,75234245
1140,2017-04-21,自營商,16562,32056274,16662,32245205,-100,-188931,8780,16956956,8455,16210560,325,746396
1141,2017-04-21,投信,1105,2143819,53,102771,1052,2041048,1869,3625073,38708,75078037,-36839,-71452964
1142,2017-04-21,外資,29393,56899444,24257,46979703,5136,9919741,61067,118240591,17099,33057440,43968,85183151
1143,2017-04-24,自營商,16251,31551069,17014,33060827,-763,-1509758,8333,16079149,8903,17091768,-570,-1012619
1144,2017-04-24,投信,789,1536643,102,198311,687,1338333,2101,4078420,38253,74256724,-36152,-70178304
1145,2017-04-24,外資,32738,63622388,34786,67595471,-2048,-3973083,61175,118544050,19220,37195914,41955,81348136
1146,2017-04-25,自營商,21793,42581965,19983,39060179,1810,3521786,11105,21682822,9800,19038149,1305,2644673
1147,2017-04-25,投信,1039,2039194,75,147097,964,1892097,2176,4271016,37365,73340022,-35189,-69069006
1148,2017-04-25,外資,43579,85110587,35579,69509517,8000,15601070,65608,128524325,15666,30610787,49942,97913538
1149,2017-04-26,自營商,16304,32065753,18896,37202071,-2592,-5136319,8654,16887646,9971,19429031,-1317,-2541385
1150,2017-04-26,投信,701,1380686,118,232070,583,1148616,2204,4338317,36810,72456804,-34606,-68118487
1151,2017-04-26,外資,33325,65636641,32779,64529825,546,1106816,67115,131845879,16455,32209369,50660,99636510
1152,2017-04-27,自營商,10936,21474395,11366,22315578,-430,-841183,8471,16502736,10236,19922712,-1765,-3419976
1153,2017-04-27,投信,146,287014,206,405191,-60,-118177,2200,4328434,36866,72537542,-34666,-68209108
1154,2017-04-27,外資,28528,56061773,27693,54431637,835,1630136,68538,134570206,16960,33175236,51578,101394970
1155,2017-04-28,自營商,14387,28296893,13518,26563571,869,1733322,8768,17068312,9594,18625174,-826,-1556862
1156,2017-04-28,投信,331,652781,54,106338,277,546443,2244,4423040,36633,72210970,-34389,-67787930
1157,2017-04-28,外資,32944,64859010,31774,62570037,1170,2288972,70773,139151144,17823,34884513,52950,104266631
1158,2017-05-02,自營商,17355,34441794,18824,37389707,-1469,-2947914,10366,20340993,12581,24697111,-2215,-4356118
1159,2017-05-02,投信,717,1424503,111,220516,606,1203987,2325,4617141,36108,71710488,-33783,-67093347
1160,2017-05-02,外資,33717,66977914,29114,57815679,4603,9162235,74956,148495448,17412,34302947,57544,114192501
1161,2017-05-03,自營商,12311,24471306,12929,25715557,-618,-1244252,10382,20364994,13231,25998863,-2849,-5633869
1162,2017-05-03,投信,89,177182,63,125250,26,51932,2362,4693929,36119,71782901,-33757,-67088972
1163,2017-05-03,外資,20211,40210523,20223,40219919,-12,-9396,75470,149615956,17776,35030832,57694,114585124
1164,2017-05-04,自營商,13060,25938679,10321,20507878,2739,5430801,12370,24334833,12463,24508234,-93,-173401
1165,2017-05-04,投信,49,97491,94,186648,-45,-89157,2341,4662471,36143,71989627,-33802,-67327156
1166,2017-05-04,外資,24403,48519053,23732,47165944,671,1353109,75945,150877077,17482,34494237,58463,116382840
1167,2017-05-05,自營商,16450,32560290,17828,35318836,-1378,-2758546,10284,19995224,11733,22865147,-1449,-2869923
1168,2017-05-05,投信,62,122696,1159,2295422,-1097,-2172726,2185,4319849,37084,73322485,-34899,-69002636
1169,2017-05-05,外資,28486,56460084,31738,62893523,-3252,-6433439,72983,143899036,17819,34867146,55164,109031890
1170,2017-05-08,自營商,14844,29428049,13245,26272589,1599,3155460,11223,21911907,11085,21666033,138,245874
1171,2017-05-08,投信,187,371931,93,184259,94,187671,2276,4515682,37081,73576120,-34805,-69060438
1172,2017-05-08,外資,28733,57008389,30452,60409472,-1719,-3401082,71296,141063531,17429,34210460,53867,106853071
1173,2017-05-09,自營商,26155,52005406,27755,55177185,-1600,-3171779,11250,21913513,12724,24858981,-1474,-2945468
1174,2017-05-09,投信,280,558287,327,648394,-47,-90107,2183,4322928,37035,73344114,-34852,-69021186
1175,2017-05-09,外資,51060,101563967,48894,97261886,2166,4302081,73906,145925980,17798,34854455,56108,111071525
1176,2017-05-10,自營商,15481,30761164,14146,28113189,1335,2647975,12873,25237341,12923,25372874,-50,-135533
1177,2017-05-10,投信,473,941217,271,538234,202,402983,2171,4319088,36821,73258460,-34650,-68939372
1178,2017-05-10,外資,29037,57712300,27380,54429816,1657,3282484,75280,149330005,17004,33437810,58276,115892195
1179,2017-05-11,自營商,21015,41905217,18054,36004082,2961,5901135,15853,31284705,12965,25554349,2888,5730356
1180,2017-05-11,投信,4649,9279048,4189,8348330,460,930718,2179,4352302,36369,72639693,-34190,-68287391
1181,2017-05-11,外資,39407,78575927,38304,76403296,1103,2172631,76203,151740280,16527,32612769,59676,119127511
1182,2017-05-12,自營商,10705,21355632,11843,23623004,-1138,-2267372,14811,29174955,13250,26095558,1561,3079397
1183,2017-05-12,投信,6164,12299853,6196,12346246,-32,-46393,2133,4257463,36355,72547361,-34222,-68289898
1184,2017-05-12,外資,31883,63609781,31480,62820177,403,789604,76507,152221026,16487,32499597,60020,119721429
1185,2017-05-15,自營商,21138,42321046,20531,41109563,607,1211483,16501,32682369,13942,27586890,2559,5095479
1186,2017-05-15,投信,20333,40713466,20368,40731401,-35,-17934,2142,4292528,36415,72940629,-34273,-68648101
1187,2017-05-15,外資,74801,149614623,74820,149730783,-19,-116160,81656,163114865,21650,42962560,60006,120152305
1188,2017-05-16,自營商,22411,44923658,25728,51540083,-3317,-6616425,14513,28697436,15284,30254660,-771,-1557224
1189,2017-05-16,投信,6798,13627222,6835,13688239,-37,-61017,2085,4175205,36395,72849129,-34310,-68673924
1190,2017-05-16,外資,58572,117356309,60592,121438426,-2020,-4082116,80979,161633750,22856,45342841,58123,116290909
1191,2017-05-17,自營商,24266,48494750,24393,48734779,-127,-240029,7339,14268444,11308,22213416,-3969,-7944972
1192,2017-05-17,投信,1087,2169982,1294,2583805,-207,-413823,2025,4041495,36499,72844704,-34474,-68803209
1193,2017-05-17,外資,39226,78355190,37308,74534832,1918,3820358,73767,146734956,13979,27467626,59788,119267330
1194,2017-05-18,自營商,17777,35252568,18730,37115360,-953,-1862792,8365,16254531,13278,26032091,-4913,-9777560
1195,2017-05-18,投信,127,251999,927,1838011,-800,-1586012,1696,3375379,36970,73577694,-35274,-70202315
1196,2017-05-18,外資,42441,84195816,38850,77089450,3591,7106366,77638,153997673,14287,27998689,63351,125998984
1197,2017-05-19,自營商,9766,19412828,9526,18920107,240,492721,8491,16475053,13224,25864187,-4733,-9389134
1198,2017-05-19,投信,111,221295,91,180967,20,40328,1707,3390785,36961,73419330,-35254,-70028545
1199,2017-05-19,外資,22031,43818610,25889,51492168,-3858,-7673558,75224,148900596,15683,30708076,59541,118192520
1200,2017-05-22,自營商,13654,27163644,10065,20035880,3589,7127764,11458,22435849,12635,24797008,-1177,-2361159
1201,2017-05-22,投信,518,1032758,650,1296677,-132,-263918,1945,3879886,37331,74467879,-35386,-70587993
1202,2017-05-22,外資,26956,53682029,27002,53754887,-46,-72857,74338,147744323,14968,29374947,59370,118369376
1203,2017-05-23,自營商,13640,27247959,13872,27687878,-232,-439920,11256,22085219,12748,25055366,-1492,-2970147
1204,2017-05-23,投信,138,275917,125,249734,13,26183,1880,3757744,37253,74461296,-35373,-70703552
1205,2017-05-23,外資,34181,68271575,31754,63450513,2427,4821062,76727,152778851,15032,29566232,61695,123212619
1206,2017-05-24,自營商,12447,24894032,11737,23497979,710,1396054,12025,23690423,12800,25254485,-775,-1564062
1207,2017-05-24,投信,48,96202,77,154258,-29,-58057,1885,3777540,37287,74723148,-35402,-70945608
1208,2017-05-24,外資,25068,50196282,23971,47970231,1097,2226051,78116,155952371,15318,30189892,62798,125762479
1209,2017-05-25,自營商,14557,29281837,15902,32025295,-1345,-2743458,12406,24661837,14494,28915685,-2088,-4253848
1210,2017-05-25,投信,779,1572942,150,303149,629,1269793,2041,4125677,36814,74415820,-34773,-70290143
1211,2017-05-25,外資,34951,70394260,28808,58009415,6143,12384845,84605,170389604,15788,31351827,68817,139037777
1212,2017-05-26,自營商,13269,26772406,14889,30006025,-1620,-3233618,10741,21278244,14430,28720648,-3689,-7442404
1213,2017-05-26,投信,42,84823,244,491365,-202,-406542,1946,3928196,36921,74527233,-34975,-70599037
1214,2017-05-26,外資,30892,62333380,36055,72787394,-5163,-10454014,80759,162354841,17055,33845425,63704,128509416
1215,2017-05-31,自營商,17083,34361125,15895,31915612,1188,2445512,10547,20774960,13037,25714489,-2490,-4939529
1216,2017-05-31,投信,64,128876,1019,2045250,-955,-1916373,1607,3223321,37537,75290287,-35930,-72066966
1217,2017-05-31,外資,33466,67264551,40019,80489031,-6553,-13224480,78492,156735836,21293,42122942,57199,114612894
1218,2017-06-01,自營商,12476,25071002,8943,17960769,3533,7110233,12630,25057448,11666,23064009,964,1993439
1219,2017-06-01,投信,639,1287259,155,309895,484,977364,1617,3256638,37063,74642048,-35446,-71385410
1220,2017-06-01,外資,26591,53456102,28363,57036287,-1772,-3580185,76635,153628043,21318,42343076,55317,111284967
1221,2017-06-02,自營商,12865,26005512,12188,24626652,677,1378860,13797,27576981,12094,24073019,1703,3503962
1222,2017-06-02,投信,991,2007019,63,127620,928,1879399,2059,4173181,36577,74131430,-34518,-69958249
1223,2017-06-02,外資,31091,62783009,30501,61609349,590,1173660,76190,153627146,20219,40325499,55971,113301647
1224,2017-06-03,自營商,4978,10075316,5277,10679888,-299,-604572,13853,27737598,12462,24858427,1391,2879171
1225,2017-06-03,投信,37,74053,79,160335,-42,-86282,2011,4084743,36571,74281249,-34560,-70196506
1226,2017-06-03,外資,1741,3529118,1232,2496576,509,1032542,76434,154454369,19957,39879202,56477,114575167
1227,2017-06-05,自營商,16651,33804018,13785,27970523,2866,5833495,15701,31634420,11444,22885471,4257,8748949
1228,2017-06-05,投信,657,1340434,182,368809,475,971625,2002,4084881,36087,73629695,-34085,-69544814
1229,2017-06-05,外資,31823,64597670,30981,62933345,842,1664324,77015,156292991,19649,39417196,57366,116875795
1230,2017-06-06,自營商,8565,17439698,8883,18076331,-318,-636632,15509,31193612,11570,23096543,3939,8097069
1231,2017-06-06,投信,64,130509,161,328035,-97,-197526,1942,3955854,36124,73582404,-34182,-69626550
1232,2017-06-06,外資,19646,40036205,20560,41895231,-914,-1859026,76567,155127138,20176,40428224,56391,114698914
1233,2017-06-07,自營商,15887,32358479,17727,36124840,-1840,-3766361,14498,29147353,12394,24799654,2104,4347699
1234,2017-06-07,投信,163,332249,98,199676,65,132573,2028,4133470,36145,73668555,-34117,-69535085
1235,2017-06-07,外資,34683,70683052,33541,68349307,1142,2333744,77618,157360664,20090,40269403,57528,117091261
1236,2017-06-08,自營商,11088,22571832,8479,17266992,2609,5304840,16397,33087772,11722,23498154,4675,9589618
1237,2017-06-08,投信,56,114270,18,36763,38,77507,2058,4203259,36136,73802018,-34078,-69598759
1238,2017-06-08,外資,24188,49328308,24540,50043462,-352,-715154,78295,159069392,21155,42528584,57140,116540808
1239,2017-06-09,自營商,12366,25242482,15592,31812432,-3226,-6569950,14110,28356675,12633,25283320,1477,3073355
1240,2017-06-09,投信,48,98279,244,497623,-196,-399344,1883,3837931,36157,73693049,-34274,-69855118
1241,2017-06-09,外資,33236,67917132,31596,64570805,1640,3346326,78829,159820742,20001,40079254,58828,119741488
1242,2017-06-12,自營商,14901,30155163,18219,36863005,-3318,-6707841,13078,26057543,14911,29695374,-1833,-3637831
1243,2017-06-12,投信,64,129659,1482,2997930,-1418,-2868271,1511,3057660,37203,75280787,-35692,-72223127
1244,2017-06-12,外資,37984,76906135,38092,77121171,-108,-215036,80611,162271128,21985,43781036,58626,118490092
1245,2017-06-13,自營商,17492,35384707,16269,32907662,1223,2477045,14032,28030603,14654,29224296,-622,-1193693
1246,2017-06-13,投信,519,1052223,68,137861,451,914362,1505,3050936,36746,74488269,-35241,-71437333
1247,2017-06-13,外資,29356,59390735,30979,62697838,-1623,-3307103,79700,160673498,22660,45207985,57040,115465513
1248,2017-06-14,自營商,27152,54660371,26066,52441417,1086,2218954,14260,28277492,13803,27272895,457,1004597
1249,2017-06-14,投信,2329,4691361,2812,5589517,-483,-898156,1450,2917980,37174,74732774,-35724,-71814794
1250,2017-06-14,外資,49571,99847256,54667,110215385,-5096,-10368128,74804,149588577,22872,45288427,51932,104300150
1251,2017-06-15,自營商,17303,34708266,15607,31274533,1696,3433733,14468,28741950,12327,24320838,2141,4421112
1252,2017-06-15,投信,4463,8972615,4466,8829396,-3,143219,1507,3035665,37234,74780092,-35727,-71744427
1253,2017-06-15,外資,42904,85976137,42979,86309610,-75,-333473,77043,154035222,25185,49970076,51858,104065146
1254,2017-06-16,自營商,19345,39015298,21689,43714892,-2344,-4699594,14496,29014787,14691,29277464,-195,-262677
1255,2017-06-16,投信,6772,13701582,5179,10289838,1593,3411744,1822,3696884,35956,72564267,-34134,-68867383
1256,2017-06-16,外資,51764,104171511,48169,97240899,3595,6930612,75642,152138157,20188,40309761,55454,111828396
1257,2017-06-19,自營商,25419,51671492,24289,49382694,1130,2288798,14581,29437844,13603,27328484,978,2109360
1258,2017-06-19,投信,17926,36638309,17309,34808164,617,1830145,1950,3972215,35467,71673533,-33517,-67701318
1259,2017-06-19,外資,65197,132187352,65496,133444079,-299,-1256727,80817,163412468,25700,51851901,55117,111560567
1260,2017-06-20,自營商,29726,61072097,29477,60463840,249,608257,16415,33469996,15538,31455960,877,2014036
1261,2017-06-20,投信,8520,17544357,8170,16606177,350,938180,1934,3951104,35101,71346376,-33167,-67395272
1262,2017-06-20,外資,66072,135279655,65327,134199294,745,1080361,82751,168370830,26903,54745402,55848,113625428
1263,2017-06-21,自營商,32525,66718639,33716,69225848,-1191,-2507209,6590,13270125,11699,23656869,-5109,-10386744
1264,2017-06-21,投信,762,1551088,725,1489418,37,61671,1874,3813677,34989,71209613,-33115,-67395936
1265,2017-06-21,外資,58985,120359377,54917,112278794,4068,8080583,77879,158123966,19079,38557687,58800,119566279
1266,2017-06-22,自營商,15679,31963568,13947,28441750,1732,3521818,7977,16165184,11351,23074091,-3374,-6908907
1267,2017-06-22,投信,407,832248,71,145093,336,687155,1885,3856836,34664,70929477,-32779,-67072641
1268,2017-06-22,外資,38664,78880599,39992,81570126,-1328,-2689527,77347,157895691,19772,40163612,57575,117732079
1269,2017-06-23,自營商,11575,23630047,13580,27718886,-2005,-4088839,7817,15811068,13193,26792975,-5376,-10981907
1270,2017-06-23,投信,875,1788330,89,181843,786,1606487,2162,4416718,34155,69778665,-31993,-65361947
1271,2017-06-23,外資,31744,64858210,32473,66348767,-729,-1490557,76549,156014404,19633,39810594,56916,116203810
1272,2017-06-26,自營商,32399,66779652,27799,57305809,4600,9473843,12775,26392200,13618,28142350,-843,-1750150
1273,2017-06-26,投信,1274,2644254,39,79729,1235,2564525,2212,4592375,32970,68452314,-30758,-63859939
1274,2017-06-26,外資,64921,133860116,68068,140421443,-3147,-6561327,77463,160517551,23836,49246004,53627,111271547
1275,2017-06-27,自營商,17961,37239061,17111,35474936,850,1764125,13922,28721426,13942,28772221,-20,-50795
1276,2017-06-27,投信,217,450061,103,213583,114,236479,2175,4509894,32819,68053478,-30644,-63543584
1277,2017-06-27,外資,38289,79415880,43260,89726338,-4971,-10310458,75761,156772153,27063,55838642,48698,100933511
1278,2017-06-28,自營商,25030,51502500,27622,56824748,-2592,-5322248,11614,23686445,14227,29046897,-2613,-5360452
1279,2017-06-28,投信,51,105314,741,1521416,-690,-1416102,1949,3999522,33283,68303373,-31334,-64303851
1280,2017-06-28,外資,53740,110619256,53175,109470782,565,1148474,76546,156751388,27275,55688885,49271,101062503
1281,2017-06-29,自營商,16398,33801064,16231,33439302,167,361762,11630,23799474,14037,28738291,-2407,-4938817
1282,2017-06-29,投信,64,132056,191,392615,-127,-260560,1856,3821279,33317,68599703,-31461,-64778424
1283,2017-06-29,外資,42377,87376438,42358,87362128,19,14310,77496,159198998,28220,57805641,49276,101393357
1284,2017-06-30,自營商,19296,39456730,18278,37358688,1018,2098042,11838,24129525,13192,26878025,-1354,-2748500
1285,2017-06-30,投信,95,194806,495,1012256,-400,-817450,1905,3905794,33766,69233806,-31861,-65328012
1286,2017-06-30,外資,44950,91929581,46376,94852201,-1426,-2922620,77901,159353602,29951,61107857,47950,98245745
1287,2017-07-03,自營商,15600,32003894,13216,27097635,2384,4906258,13216,27045209,12202,24922892,1014,2122317
1288,2017-07-03,投信,78,160347,13,26655,65,133692,1950,4012097,33746,69435770,-31796,-65423673
1289,2017-07-03,外資,36734,75341213,38046,78052495,-1312,-2711282,76904,157839572,30258,61947286,46646,95892286
1290,2017-07-04,自營商,19092,39165556,20432,41889775,-1340,-2724219,12754,25919706,13002,26369990,-248,-450284
1291,2017-07-04,投信,61,125246,387,791147,-326,-665901,1948,3979537,34070,69605010,-32122,-65625473
1292,2017-07-04,外資,43390,89021927,44710,91762558,-1320,-2740631,76301,155474457,30864,62739253,45437,92735204
1293,2017-07-05,自營商,28525,58393801,28597,58504873,-72,-111072,11733,24021271,12067,24632995,-334,-611724
1294,2017-07-05,投信,638,1313278,263,537544,375,775734,1932,3979292,33679,69372004,-31747,-65392712
1295,2017-07-05,外資,52046,106468549,47802,97841220,4244,8627329,79250,162795391,29551,60551776,49699,102243615
1296,2017-07-06,自營商,17326,35575060,15845,32522606,1481,3052454,13379,27326986,12132,24675950,1247,2651036
1297,2017-07-06,投信,158,325959,102,209644,56,116315,1968,4040854,33659,69115391,-31691,-65074537
1298,2017-07-06,外資,41731,85674291,47032,96578231,-5301,-10903940,74051,151608213,29617,60503607,44434,91104606
1299,2017-07-07,自營商,18316,37417964,17414,35575380,902,1842584,14393,29224372,12162,24585201,2231,4639171
1300,2017-07-07,投信,0,0,925,1888254,-925,-1888254,1809,3690848,34425,70240770,-32616,-66549922
1301,2017-07-07,外資,37267,76158602,40564,82899718,-3297,-6741116,72856,148217441,31610,64187245,41246,84030196
1302,2017-07-10,自營商,15654,31955363,17507,35741441,-1853,-3786078,13273,26953156,12879,26063619,394,889537
1303,2017-07-10,投信,137,279985,56,114240,81,165745,1847,3770971,34382,70201168,-32535,-66430197
1304,2017-07-10,外資,35190,71856825,34332,70102139,858,1754686,73571,149780240,31499,64005272,42072,85774968
1305,2017-07-11,自營商,26902,55418814,23692,48822807,3210,6596007,16744,34470540,13101,26861569,3643,7608971
1306,2017-07-11,投信,1706,3522317,24,49656,1682,3472661,2100,4343395,32953,68159985,-30853,-63816590
1307,2017-07-11,外資,48971,100842882,46104,94980200,2867,5862683,76448,157646261,31547,64915725,44901,92730536
1308,2017-07-12,自營商,19585,40526229,19697,40751455,-112,-225226,15361,31607075,11868,24308302,3493,7298773
1309,2017-07-12,投信,1350,2795012,1055,2161842,295,633170,2366,4892165,32924,68057367,-30558,-63165202
1310,2017-07-12,外資,37617,77845306,42267,87485972,-4650,-9640665,73529,151533062,33285,68471457,40244,83061605
1311,2017-07-13,自營商,24784,51499961,23693,49259328,1091,2240633,15820,32789159,11385,23493186,4435,9295973
1312,2017-07-13,投信,3915,8156939,3242,6680077,673,1476862,2417,5036293,32302,67214473,-29885,-62178180
1313,2017-07-13,外資,55770,115932320,52841,109941598,2929,5990722,70832,147055340,27645,57304694,43187,89750646
1314,2017-07-14,自營商,12941,26905396,12364,25685088,577,1220308,16346,33840321,11334,23342056,5012,10498265
1315,2017-07-14,投信,4097,8530927,4099,8444115,-2,86812,2426,5047285,32313,67045702,-29887,-61998417
1316,2017-07-14,外資,33324,69210631,34768,72326090,-1444,-3115459,69135,143186966,27381,56662458,41754,86524508
1317,2017-07-17,自營商,25215,52530898,23737,49424913,1478,3105985,17401,36134688,10928,22536737,6473,13597951
1318,2017-07-17,投信,18557,38715051,18500,38205270,57,509782,2472,5137072,32302,66813556,-29830,-61676484
1319,2017-07-17,外資,73491,152777260,75406,157178920,-1915,-4401661,73680,152611238,33805,70147716,39875,82463522
1320,2017-07-18,自營商,20648,43015952,18193,37849038,2455,5166914,20448,42601704,11448,23648927,9000,18952777
1321,2017-07-18,投信,7610,15859919,7565,15651907,45,208012,2496,5169439,32281,66793578,-29785,-61624139
1322,2017-07-18,外資,55475,115220190,56424,117461149,-949,-2240959,70387,145788719,31470,65379308,38917,80409411
1323,2017-07-19,自營商,28496,59626204,34660,72598253,-6164,-12972049,7455,15448243,11255,23305107,-3800,-7856864
1324,2017-07-19,投信,341,709129,697,1451701,-356,-742572,2496,5183642,32517,67531306,-30021,-62347664
1325,2017-07-19,外資,42770,89233254,41131,85846912,1639,3386343,63079,130879898,19796,41054621,43283,89825277
1326,2017-07-20,自營商,12386,25742850,11312,23509272,1074,2233578,7869,16318411,10599,21958331,-2730,-5639920
1327,2017-07-20,投信,106,220217,91,189070,15,31147,2566,5332611,32572,67691130,-30006,-62358519
1328,2017-07-20,外資,27558,57279677,30262,62901121,-2704,-5621444,61399,127479618,20729,43018797,40670,84460821
1329,2017-07-21,自營商,14565,30125131,14338,29655112,227,470018,8818,18179370,11290,23251005,-2472,-5071635
1330,2017-07-21,投信,0,0,668,1380152,-668,-1380152,2515,5194934,33189,68555198,-30674,-63360264
1331,2017-07-21,外資,29385,60795887,31882,65961964,-2497,-5166077,59939,123689402,21774,44915869,38165,78773533
1332,2017-07-24,自營商,14205,29334998,14344,29620716,-139,-285718,8459,17489422,11033,22786709,-2574,-5297287
1333,2017-07-24,投信,156,322714,619,1275196,-463,-952482,2349,4867074,33486,69382992,-31137,-64515918
1334,2017-07-24,外資,34342,70898538,29184,60257274,5158,10641265,63142,130700150,19906,41179376,43236,89520774
1335,2017-07-25,自營商,14860,30789190,11465,23753026,3395,7036164,11002,22763629,10192,21047493,810,1716136
1336,2017-07-25,投信,98,203319,119,246457,-21,-43137,2330,4828642,33488,69400531,-31158,-64571889
1337,2017-07-25,外資,28050,58114536,31854,65988219,-3804,-7873683,60173,124573206,20786,43012061,39387,81561145
1338,2017-07-26,自營商,24933,51714550,25371,52631044,-438,-916494,10049,20722723,9643,19838634,406,884089
1339,2017-07-26,投信,741,1541078,90,185990,651,1355088,2601,5373610,33108,68401128,-30507,-63027518
1340,2017-07-26,外資,39806,82561000,41455,85981284,-1649,-3420284,60963,125802892,23111,47673776,37852,78129116
1341,2017-07-27,自營商,20504,42715792,22210,46281785,-1706,-3565993,9061,18888860,10365,21576754,-1304,-2687894
1342,2017-07-27,投信,575,1200812,11,22972,564,1177840,2688,5616250,32631,68179211,-29943,-62562961
1343,2017-07-27,外資,42202,87891897,34610,72104921,7592,15786976,67610,141118403,22169,46244640,45441,94873763
1344,2017-07-28,自營商,22691,47043692,19044,39478560,3647,7565133,12399,25602102,10062,20720709,2337,4881393
1345,2017-07-28,投信,62,128545,1279,2646532,-1217,-2517988,2205,4559456,33365,68992147,-31160,-64432691
1346,2017-07-28,外資,37162,77058281,46426,96289421,-9264,-19231141,61931,127915248,25764,53200551,36167,74714697
1347,2017-07-31,自營商,15786,32623076,16613,34319071,-827,-1695995,11523,23826202,10013,20648105,1510,3178097
1348,2017-07-31,投信,136,281744,476,982652,-340,-700908,2203,4562370,33703,69798541,-31500,-65236171
1349,2017-07-31,外資,34762,71816943,33434,69084577,1328,2732366,61864,127969868,24492,50647805,37372,77322063
1350,2017-08-01,自營商,19558,40635810,19524,40561887,34,73923,10887,22532059,9403,19407612,1484,3124447
