,日期,身分,多方交易口數,多方契約金額,空方交易口數,空方契約金額,多空淨額口數,多空淨額契約金額,未平倉多方交易口數,未平倉多方契約金額,未平倉空方交易口數,未平倉空方契約金額,未平倉多空淨額口數,未平倉多空淨額契約金額
1869,2018-04-17,自營商,30523,66274453,33000,71620337,-2477,-5345884,8048,17199449,13115,28117951,-5067,-10918502
1870,2018-04-17,投信,8925,19359562,9851,21339603,-926,-1980041,1330,2870747,29282,63197516,-27952,-60326769
1871,2018-04-17,外資,78264,170028719,82878,180084323,-4614,-10055604,66312,143116091,29599,63816466,36713,79299625
1872,2018-04-18,自營商,40453,87714021,39395,85421960,1058,2292061,6356,13616741,9937,21362828,-3581,-7746087
1873,2018-04-18,投信,447,970564,457,991222,-10,-20658,1319,2860903,29281,63510489,-27962,-60649586
1874,2018-04-18,外資,61685,133749323,58123,126017865,3562,7731458,61686,133769512,21788,47169409,39898,86600103
1875,2018-04-19,自營商,18047,39444787,18514,40465441,-467,-1020654,8959,19464958,13006,28325714,-4047,-8860756
1876,2018-04-19,投信,1060,2323997,72,157856,988,2166140,1506,3303252,28480,62468032,-26974,-59164780
1877,2018-04-19,外資,58723,128289604,48466,105919158,10257,22370446,72232,158404181,22070,48316289,50162,110087892
1878,2018-04-20,自營商,24148,52249201,27526,59587609,-3378,-7338408,5625,11964220,12650,27084306,-7025,-15120086
1879,2018-04-20,投信,160,346076,1039,2242858,-879,-1896782,1473,3177547,29326,63262047,-27853,-60084500
1880,2018-04-20,外資,61783,133791933,80863,175143447,-19080,-41351513,61381,132383664,30348,65376245,31033,67007419
1881,2018-04-23,自營商,22767,48824791,22096,47361789,671,1463002,5424,11432052,11533,24453660,-6109,-13021608
1882,2018-04-23,投信,139,298200,380,812620,-241,-514420,1517,3243642,29611,63314240,-28094,-60070598
1883,2018-04-23,外資,62162,133335860,63192,135536446,-1030,-2200586,60045,128361523,30053,64171123,29992,64190400
1884,2018-04-24,自營商,26702,56681485,27122,57556066,-420,-874581,5952,12435499,12340,25909583,-6388,-13474084
1885,2018-04-24,投信,147,311512,199,422482,-52,-110970,1544,3268641,29690,62853730,-28146,-59585089
1886,2018-04-24,外資,71680,152295872,72874,154817933,-1194,-2522061,58352,123504462,29554,62476433,28798,61028029
1887,2018-04-25,自營商,30316,63744959,26396,55495792,3920,8249168,6623,13784684,9087,18935924,-2464,-5151240
1888,2018-04-25,投信,476,1002481,15,31554,461,970927,1643,3461793,29328,61794096,-27685,-58332303
1889,2018-04-25,外資,80061,168438501,79854,168050507,207,387994,56743,119530414,27749,58377167,28994,61153247
1890,2018-04-26,自營商,19308,40681302,21705,45727028,-2397,-5045725,5634,11636569,10494,21769662,-4860,-10133093
1891,2018-04-26,投信,585,1227397,88,185419,497,1041978,1660,3477692,28848,60436560,-27188,-56958868
1892,2018-04-26,外資,75273,158719843,75923,160120264,-650,-1400421,56134,117573112,27790,58130653,28344,59442459
1893,2018-04-27,自營商,16031,33714601,16304,34291406,-273,-576805,4600,9543880,9800,20483957,-5200,-10940077
1894,2018-04-27,投信,530,1118828,94,197887,436,920941,1671,3529145,28423,60029376,-26752,-56500231
1895,2018-04-27,外資,56970,119866292,52901,111297943,4069,8568349,57436,121275675,25010,52733180,32426,68542495
1896,2018-04-30,自營商,18801,39839522,18387,38974696,414,864826,5157,10803486,10027,21151133,-4870,-10347647
1897,2018-04-30,投信,862,1835780,50,106190,812,1729590,1728,3681670,27668,58949441,-25940,-55267771
1898,2018-04-30,外資,54052,114567214,55604,117858780,-1552,-3291566,56268,119854442,25393,54013184,30875,65841258
1899,2018-05-02,自營商,16730,35586995,15319,32574378,1411,3012618,5485,11456614,8913,18698474,-3428,-7241860
1900,2018-05-02,投信,562,1192823,106,225331,456,967492,1768,3751335,27252,57823294,-25484,-54071959
1901,2018-05-02,外資,44428,94530729,44548,94786175,-120,-255446,57554,122085750,26814,56804546,30740,65281204
1902,2018-05-03,自營商,18213,38344272,19072,40143304,-859,-1799032,6509,13498050,10799,22470536,-4290,-8972486
1903,2018-05-03,投信,305,641123,186,391666,119,249457,1739,3653980,27104,56950925,-25365,-53296945
1904,2018-05-03,外資,59445,125306556,62252,131239901,-2807,-5933345,56374,118420888,28450,59690831,27924,58730057
1905,2018-05-04,自營商,19108,40078056,17850,37445419,1258,2632637,6204,12868377,9117,18969156,-2913,-6100779
1906,2018-05-04,投信,119,250620,12,25246,107,225374,1786,3758451,27044,56911394,-25258,-53152943
1907,2018-05-04,外資,65931,138358202,66229,138982205,-298,-624003,52861,111207396,27597,57984794,25264,53222602
1908,2018-05-07,自營商,21816,46109644,20442,43212625,1374,2897019,6883,14385944,8455,17696339,-1572,-3310395
1909,2018-05-07,投信,632,1339220,60,126660,572,1212560,1821,3858328,26507,56163032,-24686,-52304704
1910,2018-05-07,外資,54409,114990126,56573,119545681,-2164,-4555555,52805,111850146,29705,62849617,23100,49000529
1911,2018-05-08,自營商,17057,36252143,16969,36072193,88,179949,7433,15652634,8937,18849537,-1504,-3196903
1912,2018-05-08,投信,360,767699,24,51048,336,716651,1856,3959579,26206,55907880,-24350,-51948301
1913,2018-05-08,外資,48442,102968979,42170,89631349,6272,13337630,56786,121109560,27416,58387682,29370,62721878
1914,2018-05-09,自營商,20474,43772067,20682,44221883,-208,-449816,7401,15626292,9185,19434186,-1784,-3807894
1915,2018-05-09,投信,407,871687,133,284400,274,587288,1862,3985783,25938,55522883,-24076,-51537100
1916,2018-05-09,外資,57638,123277170,53148,113655882,4490,9621288,59457,127228353,25599,54692123,33858,72536230
1917,2018-05-10,自營商,16579,35606603,15083,32403376,1496,3203227,9077,19318198,9360,19922451,-283,-604253
1918,2018-05-10,投信,316,680172,12,25825,304,654347,1893,4074834,25665,55246479,-23772,-51171645
1919,2018-05-10,外資,48978,105265538,50096,107646994,-1118,-2381456,59360,127728116,26620,57193668,32740,70534448
1920,2018-05-11,自營商,19423,42059125,22697,49152663,-3274,-7093538,7965,17066345,11554,24859642,-3589,-7793297
1921,2018-05-11,投信,2955,6407188,2690,5819960,265,587228,1919,4167905,25426,55214272,-23507,-51046367
1922,2018-05-11,外資,65949,142861983,57945,125540077,8004,17321907,65284,141709485,24496,53081377,40788,88628108
1923,2018-05-14,自營商,22483,49082345,20539,44838628,1944,4243717,8692,18806643,10486,22743546,-1794,-3936903
1924,2018-05-14,投信,15392,33688103,15337,33510748,55,177355,1913,4188716,25365,55518844,-23452,-51330128
1925,2018-05-14,外資,75417,164715073,76099,166317856,-682,-1602784,67555,147845341,27449,60019510,40106,87825831
1926,2018-05-15,自營商,25964,56629851,26660,58102674,-696,-1472823,7640,16369908,10091,21679482,-2451,-5309574
1927,2018-05-15,投信,8845,19288016,9205,20049660,-360,-761644,1844,4002549,25656,55674637,-23812,-51672088
1928,2018-05-15,外資,83883,182996346,85553,186689253,-1670,-3692907,69880,151624060,31444,68180015,38436,83444045
1929,2018-05-16,自營商,29202,63449049,29435,63946194,-233,-497146,4939,10525181,7631,16377470,-2692,-5852289
1930,2018-05-16,投信,640,1391803,566,1230419,74,161384,1892,4117749,25630,55781132,-23738,-51663383
1931,2018-05-16,外資,61345,133301785,58602,127367901,2743,5933884,62969,136985089,20505,44541858,42464,92443231
1932,2018-05-17,自營商,15852,34417380,15763,34200875,89,216504,6211,13222117,8791,18779935,-2580,-5557818
1933,2018-05-17,投信,45,97990,111,241299,-66,-143309,1829,3959419,25633,55490318,-23804,-51530899
1934,2018-05-17,外資,38949,84681328,44458,96670232,-5509,-11988904,60255,130380918,23300,50343360,36955,80037558
1935,2018-05-18,自營商,12902,27916126,13903,30083496,-1001,-2167370,5580,11844068,9154,19555889,-3574,-7711821
1936,2018-05-18,投信,60,130236,85,183952,-25,-53716,1829,3957590,25658,55518780,-23829,-51561190
1937,2018-05-18,外資,39630,85865022,38391,83179074,1239,2685948,61471,132951300,23277,50269923,38194,82681377
1938,2018-05-21,自營商,16268,35431503,15329,33453013,939,1978490,5842,12531629,8483,18367940,-2641,-5836311
1939,2018-05-21,投信,463,1014018,40,87495,423,926523,1896,4157170,25302,55477165,-23406,-51319995
1940,2018-05-21,外資,41252,89954972,37593,81935423,3659,8019549,64969,142390562,23117,50568046,41852,91822516
1941,2018-05-22,自營商,17839,39050987,15699,34306786,2140,4744202,8115,17453079,8630,18581041,-515,-1127962
1942,2018-05-22,投信,62,135698,606,1323668,-544,-1187971,1792,3913728,25742,56220528,-23950,-52306800
1943,2018-05-22,外資,39134,85735008,42988,94201651,-3854,-8466643,61615,134490309,23617,51455897,37998,83034412
1944,2018-05-23,自營商,18332,39909687,20611,44867279,-2279,-4957592,6475,13789102,9269,19855829,-2794,-6066727
1945,2018-05-23,投信,189,413242,619,1346225,-430,-932983,1785,3875949,26165,56814681,-24380,-52938732
1946,2018-05-23,外資,49038,106961625,47636,103878224,1402,3083401,64848,140733177,25448,55113418,39400,85619759
1947,2018-05-24,自營商,14099,30616013,12136,26372953,1963,4243059,8406,18041308,9244,19908650,-838,-1867342
1948,2018-05-24,投信,114,248974,34,73950,80,175023,1787,3901736,26087,56958356,-24300,-53056620
1949,2018-05-24,外資,47601,103539001,45315,98548037,2286,4990964,66489,145094694,24803,53993757,41686,91100937
1950,2018-05-25,自營商,13438,29298461,15032,32769172,-1594,-3470712,7491,16037003,9976,21494684,-2485,-5457681
1951,2018-05-25,投信,26,56821,20,43648,6,13173,1790,3913656,26084,57030058,-24294,-53116402
1952,2018-05-25,外資,51431,112309734,48120,105075932,3311,7233802,69470,151796743,24473,53341456,44997,98455287
1953,2018-05-28,自營商,12833,28082345,11182,24473621,1651,3608723,9047,19499920,9881,21367136,-834,-1867216
1954,2018-05-28,投信,423,929054,36,78948,387,850106,1793,3938504,25700,56452620,-23907,-52514116
1955,2018-05-28,外資,40148,87971794,41657,91278310,-1509,-3306516,68113,149509646,24625,53915313,43488,95594333
1956,2018-05-29,自營商,16427,35872389,15116,32998561,1311,2873828,9934,21340760,9459,20324127,475,1016633
1957,2018-05-29,投信,125,273171,116,253907,9,19264,1717,3753019,25615,55989267,-23898,-52236248
1958,2018-05-29,外資,43912,95963246,45325,99044956,-1413,-3081710,66420,145068363,24345,53024537,42075,92043826
1959,2018-05-30,自營商,24166,52182018,27569,59512452,-3403,-7330434,7676,16230158,10406,22078422,-2730,-5848264
1960,2018-05-30,投信,36,77770,716,1544399,-680,-1466629,1635,3523752,26213,56494258,-24578,-52970506
1961,2018-05-30,外資,59862,129518604,66530,143919723,-6668,-14401119,64872,139696879,29465,63300055,35407,76396824
1962,2018-05-31,自營商,15546,33635841,15163,32845333,383,790509,7275,15466774,9597,20519402,-2322,-5052628
1963,2018-05-31,投信,318,690892,1,2173,317,688719,1665,3618045,25926,56337198,-24261,-52719153
1964,2018-05-31,外資,54615,118366996,50450,109318364,4165,9048631,66128,143576790,26556,57478089,39572,86098701
1965,2018-06-01,自營商,15284,33213282,15211,33082823,73,130459,7501,15993882,9730,20901379,-2229,-4907497
1966,2018-06-01,投信,133,289916,113,245715,20,44201,1689,3686749,25930,56600004,-24241,-52913255
1967,2018-06-01,外資,49940,108689108,44916,97783909,5024,10905199,68467,149314189,23873,51881924,44594,97432265
1968,2018-06-04,自營商,20838,45803393,20499,45118164,339,685229,8535,18433279,10408,22671358,-1873,-4238079
1969,2018-06-04,投信,330,730347,166,367421,164,362926,1723,3819546,25800,57193440,-24077,-53373894
1970,2018-06-04,外資,43074,94910341,39277,86568341,3797,8342000,73867,163561772,25474,56231109,48393,107330663
1971,2018-06-05,自營商,16010,35407810,16344,36136490,-334,-728681,8394,18097645,10601,23059521,-2207,-4961876
1972,2018-06-05,投信,53,117320,393,870142,-340,-752821,1716,3798881,26133,57853235,-24417,-54054354
1973,2018-06-05,外資,43660,96744874,44337,98256299,-677,-1511425,72646,160633794,24929,54946371,47717,105687423
1974,2018-06-06,自營商,20806,46271438,24824,55254918,-4018,-8983479,8355,18215510,14585,32277896,-6230,-14062386
1975,2018-06-06,投信,393,879606,105,234643,288,644963,1688,3780445,25817,57819753,-24129,-54039308
1976,2018-06-06,外資,54950,122352058,46849,104329549,8101,18022509,78562,175707537,22750,50702057,55812,125005480
1977,2018-06-07,自營商,17719,39631422,16482,36852701,1237,2778721,7732,16849179,12725,28169463,-4993,-11320284
1978,2018-06-07,投信,121,271318,292,655602,-171,-384284,1720,3862088,26020,58425308,-24300,-54563220
1979,2018-06-07,外資,51972,116473656,55267,123877249,-3295,-7403593,76369,171233679,23852,53302760,52517,117930919
1980,2018-06-08,自營商,15711,35016021,16126,35906302,-415,-890281,8011,17322894,13416,29420384,-5405,-12097490
1981,2018-06-08,投信,10,22222,547,1217113,-537,-1194891,1656,3684600,26493,58946925,-24837,-55262325
1982,2018-06-08,外資,49370,110244773,50896,113658864,-1526,-3414091,74893,166386759,23902,52929841,50991,113456918
1983,2018-06-11,自營商,13583,30169835,14911,33125032,-1328,-2955197,7033,15146695,13766,30207913,-6733,-15061218
1984,2018-06-11,投信,6,13353,199,443246,-193,-429893,1530,3405168,26560,59111936,-25030,-55706768
1985,2018-06-11,外資,46731,103962131,47318,105273154,-587,-1311023,74625,165817366,24220,53638811,50405,112178555
1986,2018-06-12,自營商,20829,46205536,20476,45398398,353,807138,6976,15042924,13338,29253275,-6362,-14210351
1987,2018-06-12,投信,16,35612,117,259650,-101,-224038,1486,3311105,26617,59307999,-25131,-55996894
1988,2018-06-12,外資,63025,139946701,63225,140447536,-200,-500835,74397,165429259,24185,53621552,50212,111807707
1989,2018-06-13,自營商,17674,39305968,16649,36998259,1025,2307709,7541,16342462,12508,27424783,-4967,-11082321
1990,2018-06-13,投信,49,109314,36,79946,13,29368,1522,3392842,26640,59385888,-25118,-55993046
1991,2018-06-13,外資,44501,99040954,45143,100504597,-642,-1463643,73295,162999521,23726,52612599,49569,110386922
1992,2018-06-14,自營商,19396,42787908,19736,43443279,-340,-655370,6653,14204198,11913,25683033,-5260,-11478835
1993,2018-06-14,投信,3216,7100255,3785,8184828,-569,-1084573,1609,3527360,27296,59792705,-25687,-56265345
1994,2018-06-14,外資,56504,124695478,62462,138084905,-5958,-13389428,71217,155849438,27606,60335160,43611,95514278
1995,2018-06-15,自營商,17179,37682522,17723,38852295,-544,-1169773,7525,16183597,13139,28489804,-5614,-12306207
1996,2018-06-15,投信,13207,29053940,13199,28440242,8,613698,1668,3658251,27315,59577736,-25647,-55919485
1997,2018-06-15,外資,78011,170780893,76662,168487110,1349,2293783,76582,167885980,31625,69483165,44957,98402815
1998,2018-06-19,自營商,28214,61352684,25214,54760132,3000,6592553,8909,18915682,11239,23839038,-2330,-4923356
1999,2018-06-19,投信,11501,25051158,12402,26505097,-901,-1453939,1422,3033570,27972,59473388,-26550,-56439818
2000,2018-06-19,外資,126360,273937143,132088,286904682,-5728,-12967539,75873,162174412,36684,78365389,39189,83809023
2001,2018-06-20,自營商,32720,70737769,39116,84543612,-6396,-13805843,5556,11737308,11316,24116854,-5760,-12379546
2002,2018-06-20,投信,806,1735774,524,1123135,282,612639,1364,2929489,27635,59352981,-26271,-56423492
2003,2018-06-20,外資,81585,175724156,79172,170745887,2413,4978269,64890,139333973,29722,63785115,35168,75548858
2004,2018-06-21,自營商,14808,31704990,14033,30040122,775,1664867,6389,13487211,11368,24156039,-4979,-10668828
2005,2018-06-21,投信,252,539659,26,55631,226,484028,1390,2976438,27435,58747869,-26045,-55771431
2006,2018-06-21,外資,47306,101388023,51197,109729021,-3891,-8340998,63832,136653683,32555,69660777,31277,66992906
2007,2018-06-22,自營商,15332,32581112,17578,37351468,-2246,-4770355,5959,12504506,13156,27836182,-7197,-15331676
2008,2018-06-22,投信,527,1123835,70,149137,457,974698,1895,4038138,27483,58564849,-25588,-54526711
2009,2018-06-22,外資,61710,131302103,63161,134375280,-1451,-3073177,64051,136459880,34225,72877316,29826,63582564
2010,2018-06-25,自營商,14994,31849477,12989,27574649,2005,4274828,6395,13344740,11597,24340057,-5202,-10995317
2011,2018-06-25,投信,80,169552,95,201361,-15,-31808,1914,4051448,27517,58246562,-25603,-54195114
2012,2018-06-25,外資,48106,102288666,48907,103987755,-801,-1699089,63228,133807724,34210,72351003,29018,61456721
2013,2018-06-26,自營商,21693,45720800,21519,45335872,174,384928,6868,14356481,11880,24947190,-5012,-10590709
2014,2018-06-26,投信,84,176720,108,227550,-24,-50830,1900,4024853,27527,58312481,-25627,-54287628
2015,2018-06-26,外資,73503,154999814,75087,158341871,-1584,-3342056,62355,132059084,34939,73950863,27416,58108221
2016,2018-06-27,自營商,17781,37609264,16608,35109947,1173,2499316,7115,14851608,10900,22808780,-3785,-7957172
2017,2018-06-27,投信,55,116321,358,755699,-303,-639379,1888,3985839,27818,58728654,-25930,-54742815
2018,2018-06-27,外資,54011,114320574,52961,112110714,1050,2209860,62285,131461987,33823,71344087,28462,60117900
2019,2018-06-28,自營商,18728,39407808,20078,42239959,-1350,-2832150,6677,13886948,11802,24646420,-5125,-10759472
2020,2018-06-28,投信,40,84403,41,86242,-1,-1839,1899,3996531,27830,58570322,-25931,-54573791
2021,2018-06-28,外資,73612,155079565,75521,159126981,-1909,-4047417,64424,135550108,37871,79639896,26553,55910212
2022,2018-06-29,自營商,18180,38512829,17421,36960944,759,1551886,7336,15470478,11692,24769164,-4356,-9298686
2023,2018-06-29,投信,1060,2262981,0,0,1060,2262981,2006,4283506,26877,57392438,-24871,-53108932
2024,2018-06-29,外資,71601,151656005,66309,140406976,5292,11249029,67957,145078400,36112,77049206,31845,68029194
2025,2018-07-02,自營商,18727,39934841,17392,37054867,1335,2879974,7031,14733833,10042,21100911,-3011,-6367078
